,L1,L2,L3,L4,L5
494,제조업,가구 제조업,가구 제조업,목재 가구 제조업,주방용 및 음식점용 목재 가구 제조업
495,제조업,가구 제조업,가구 제조업,목재 가구 제조업,기타 목재 가구 제조업
496,제조업,가구 제조업,가구 제조업,기타 가구 제조업,금속 가구 제조업
497,제조업,가구 제조업,가구 제조업,기타 가구 제조업,그 외 기타 가구 제조업
498,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업
499,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업
500,제조업,기타 제품 제조업,악기 제조업,악기 제조업,건반 악기 제조업
501,제조업,기타 제품 제조업,악기 제조업,악기 제조업,전자 악기 제조업
502,제조업,기타 제품 제조업,악기 제조업,악기 제조업,기타 악기 제조업
503,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,"체조, 육상 및 체력 단련용 장비 제조업"
504,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,놀이터용 장비 제조업
505,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,낚시 및 수렵용구 제조업
506,제조업,기타 제품 제조업,운동 및 경기용구 제조업,운동 및 경기용구 제조업,기타 운동 및 경기용구 제조업
507,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",인형 및 장난감 제조업
508,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",영상게임기 제조업
509,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",기타 오락용품 제조업
510,제조업,기타 제품 제조업,그 외 기타 제품 제조업,간판 및 광고물 제조업,간판 및 광고물 제조업
511,제조업,기타 제품 제조업,그 외 기타 제품 제조업,사무 및 회화용품 제조업,사무 및 회화용품 제조업
512,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",가발 및 유사 제품 제조업
513,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",전시용 모형 제조업
514,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",표구 처리업
515,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,단추 및 유사 파스너 제조업
516,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,"라이터, 연소물 및 흡연용품 제조업"
517,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,비 및 솔 제조업
518,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업
519,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,일반 기계류 수리업,건설ㆍ광업용 기계 및 장비 수리업
520,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,일반 기계류 수리업,기타 일반 기계 및 장비 수리업
521,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,전기ㆍ전자 및 정밀 기기 수리업,전기ㆍ전자 및 정밀 기기 수리업
522,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,원자력 발전업
523,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,수력 발전업
524,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,화력 발전업
525,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,태양력 발전업
526,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,기타 발전업
527,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,송전 및 배전업,송전 및 배전업
528,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,전기 판매업,전기 판매업
529,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업
530,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업"
531,"수도, 하수 및 폐기물 처리, 원료 재생업",수도업,수도업,생활용수 공급업,생활용수 공급업
532,"수도, 하수 및 폐기물 처리, 원료 재생업",수도업,수도업,산업용수 공급업,산업용수 공급업
533,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",하수 및 폐수 처리업,하수 처리업
534,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",하수 및 폐수 처리업,폐수 처리업
535,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",분뇨 처리업,사람 분뇨 처리업
536,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",분뇨 처리업,축산 분뇨 처리업
537,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업"
538,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","지정 폐기물 수집, 운반업","지정 폐기물 수집, 운반업"
539,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","건설 폐기물 수집, 운반업","건설 폐기물 수집, 운반업"
540,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,지정 외 폐기물 처리업,지정 외 폐기물 처리업
541,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,지정 폐기물 처리업,지정 폐기물 처리업
542,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,건설 폐기물 처리업,건설 폐기물 처리업
543,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,"방사성 폐기물 수집, 운반 및 처리업","방사성 폐기물 수집, 운반 및 처리업"
544,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","금속류 해체, 선별 및 원료 재생업",금속류 해체 및 선별업
545,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","금속류 해체, 선별 및 원료 재생업",금속류 원료 재생업
546,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","비금속류 해체, 선별 및 원료 재생업",비금속류 해체 및 선별업
547,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","비금속류 해체, 선별 및 원료 재생업",비금속류 원료 재생업
548,"수도, 하수 및 폐기물 처리, 원료 재생업",환경 정화 및 복원업,환경 정화 및 복원업,환경 정화 및 복원업,토양 및 지하수 정화업
549,"수도, 하수 및 폐기물 처리, 원료 재생업",환경 정화 및 복원업,환경 정화 및 복원업,환경 정화 및 복원업,기타 환경 정화 및 복원업
550,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,단독 주택 건설업
551,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,아파트 건설업
552,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,기타 공동 주택 건설업
553,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업
554,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,제조업 및 유사 산업용 건물 건설업
555,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,기타 비주거용 건물 건설업
556,건설업,종합 건설업,토목 건설업,지반조성 건설업,지반조성 건설업
557,건설업,종합 건설업,토목 건설업,지반조성 건설업,지반조성 건설업
558,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,도로 건설업
559,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,"교량, 터널 및 철도 건설업"
560,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,"항만, 수로, 댐 및 유사 구조물 건설업"
561,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,환경설비 건설업
562,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,산업 생산시설 종합 건설업
563,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,조경 건설업
564,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,기타 토목 시설물 건설업
565,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,건물 및 구축물 해체 공사업,건물 및 구축물 해체 공사업
566,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,토공사업
567,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,"보링, 그라우팅 및 관정 공사업"
568,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,파일공사 및 축조관련 기초 공사업
569,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,기타 기반조성 관련 전문공사업
570,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,철골 및 관련 구조물 공사업
571,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,콘크리트 및 철근 공사업
572,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,조적 및 석공사업
573,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,포장 공사업
574,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,철도 궤도 전문공사업
